"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"NIPAL4",4.11e-07,3.08e-06,7.26e-06,0,0,6.23e-07,5.35e-06,0,9.72e-07,1.93e-07,2.08e-07,0.001283845
"NKAIN1",1.27e-06,7.78e-06,1.08e-05,2.96e-06,5.09e-06,9.87e-06,0.000134613,2.77e-05,5.17e-06,6.92e-06,2.06e-05,3.31e-05
"NKAIN3",0,1.18e-06,5.97e-06,0,0,0,0,0,0,0,0,0
"NKG7",0,0,0,0,0,0,0,0,0,0,0,0
"NKTR",0.00806384,0.002829261,0.009199388,0.008329389,0.009574176,0.003659944,0.013810861,0.00689304,0.006828102,0.005183819,0.005172924,0.008664049
"NLGN1",7.2e-05,0.000372871,1.12e-06,1.91e-06,0,6.74e-06,2.87e-05,0,2.01e-05,9.26e-06,1.12e-06,0
"NLGN2",0.000366318,0.000350178,0.002171822,0.000320894,0.001943272,0.001056857,0.001160146,0.002234388,0.001868576,0.001392274,0.005022793,0.001877701
"NLGN3",2.77e-05,0.000554239,0.000147714,9.75e-05,5.54e-05,0.000379836,0.000498506,0,0.000108371,0.001234442,0.00010551,0.00047095
"NLGN4X",0,0,0,0.000135715,0,6.61e-06,6.79e-05,0,0,0,0,0
"NLGN4Y",0.000134237,0,0,0,0,0.00251678,0,0,0.001119976,0,0,0.001649201
"NMBR",9.59e-06,0,0,0,0,0,0,0,3.52e-06,0,0,0
"NMUR1",0,5.1e-05,0,0,0,0,2.47e-05,1.02e-05,4.95e-05,0,2.37e-05,4.8e-05
"NMUR2",0,8.55e-05,0,0,0,2.68e-05,4.42e-05,0,0,0,2.06e-06,0
"NOD2",3.12e-05,0.000142737,0.000385249,2.9e-05,3.2e-05,0.00032879,5.88e-05,5.95e-06,2.73e-05,1.19e-05,3.32e-06,0.000192566
"NOMO1",0.025018448,0.014356573,0.081184712,0.044928192,0.027775314,0.056813493,0.134567253,0.097943249,0.068258546,0.020696072,0.080866291,0.037774192
"NOMO3",0.000938875,0.000396302,0.000389367,0.000597165,0.001116864,0.000777943,0.000357817,0.003476493,0.001776889,0.00084916,0.001535521,0.000410502
"NOS1",0,5.23e-06,0.000197792,1.38e-05,0,5.35e-06,0.000952097,1.31e-06,0,0,0,1.33e-05
"NOS3",0.001911241,0.003932012,0.000475007,0.000193339,0.001058747,0.000141066,6.2e-05,0.00028167,0.000456336,1.96e-05,0.000205916,0.000148194
"NOTCH1",0.000897612,0.001877434,0.003505623,0.000600506,0.000535203,0.00636753,0.003576067,0.002396875,0.001713768,0.000827915,0.000978313,0.002922356
"NOTCH2",0.00423877,0.00297277,0.010305772,0.004477363,0.00791823,0.002532509,0.005547461,0.014838179,0.01860237,0.00493802,0.008422544,0.006075984
"NOTCH3",0.033347571,0.018011055,0.093414833,0.004204345,0.030041171,0.099771029,0.063630648,0.011727675,0.046363083,0.024781573,0.033961737,0.108008973
"NOX1",6.59e-05,0.000266235,8.91e-06,2.65e-05,0,9.35e-05,0.000204568,1.84e-05,0,7.34e-05,1.34e-05,0
"NOX4",1.37e-05,8.07e-05,0.000577794,3.31e-05,9.49e-06,4.5e-05,0.000192462,8.12e-05,9.06e-06,5.41e-05,6.01e-05,0
"NPBWR1",0,0,3.16e-05,0,9e-07,0,3.93e-06,0,0,0,0,2.7e-06
"NPC1L1",3.05e-06,6.5e-07,7.09e-06,1.19e-05,2.29e-06,3.55e-06,0.000488544,1.69e-05,1.19e-05,1.95e-06,1.77e-06,4.58e-06
"NPDC1",0,0.000123729,0.000157126,1.63e-06,5.62e-05,0.000166654,3.76e-05,0.000139195,7.08e-05,0.000538262,2.22e-05,0.000520399
"NPFFR1",0,4.79e-05,0,3.94e-06,5.91e-06,0,7e-06,5.55e-06,8.74e-07,1.39e-06,7.1e-06,1.03e-05
"NPFFR2",0,2.8e-05,0,0.000647099,0,9.59e-06,0.000176482,0,9.8e-06,0,0.000211063,0
"NPHS1",0,0,2.21e-05,3.24e-05,0,0,0,0,0.00029588,0,6.64e-06,0
"NPR1",8.03e-06,2.61e-05,2.45e-05,5.58e-05,4.02e-06,0.000200523,8.67e-06,0.001592363,4.66e-05,1.61e-05,3.92e-05,2.14e-05
"NPR2",0.000885115,0.002312433,0.000643646,0.000668185,0.00057954,0.000892945,0.002321271,0.001112099,0.001143253,0.00075022,0.00111052,0.001074814
"NPR3",0.000234407,1.53e-05,2.18e-05,8.65e-05,6.09e-06,0.000308377,0.00028112,5.46e-06,1.08e-05,4.26e-05,8.96e-06,0.000267894
"NPSR1",1.04e-05,0,0.00010313,0,0,0,0,0,0,0,0,0
"NPTN",0.004425397,0.005121607,0.012111201,0.006841217,0.005136268,0.006802524,0.008351502,0.00516532,0.013606811,0.004568918,0.008203165,0.005604242
"NPTXR",2.27e-05,0.000420445,0.001008606,0.000231915,0.000229696,0.003836658,0.006892503,0.001553715,0.002854761,0.000147398,0.004977108,0.00140102
"NPY1R",0,0,1.38e-06,9.36e-07,0,5.51e-06,9.36e-07,0,9.36e-07,0,2.75e-06,1.94e-06
"NPY2R",1.4e-06,3.83e-06,0,0,0,3.53e-05,0,0,0,0,6.42e-06,0
"NPY4R",0,2.17e-05,0,7.97e-06,0,0,6.86e-06,0,4.57e-06,0,0,4.44e-05
"NPY5R",0,0,0,0,0,0,0,0,0,0,0,0
"NPY6R",0,0,0,0,0,0,5.38e-06,0,0,0,0,0
"NRCAM",1e-05,0.000921012,0.000228583,9.1e-05,1.25e-05,0.002057241,0.000237716,0.000218316,0.000111521,0.0005185,0.000205725,0.000975306
"NRG1",0.000238784,0.000381954,0.000110699,0.000718391,0.000540776,0.001288528,0.000344229,0.000249594,0.00279125,0.000291192,0.000429506,0.004280555
"NRG2",0,1.52e-05,0,7.34e-05,0,0.000377681,0.000110157,7.58e-06,0.001505721,0.000371222,1.76e-05,0.00040084
"NRG3",0,2.49e-06,0,0,0,0,0,0,0,0,0,0
"NRG4",1.06e-05,0.000234922,3.49e-06,6.35e-06,5.32e-06,4.66e-05,1.27e-05,2.73e-06,3.18e-06,1.5e-05,2.79e-05,0.001164593
"NRP1",0.025922369,0.001623599,0.048249957,0.00194187,0.019461383,0.008425122,0.005019046,0.049204232,0.041872847,0.006610169,0.022530956,0.005478446
"NRP2",0.000681387,0.000597835,0.003659982,0.000366831,0.000695444,0.002026669,0.000207677,0.000147766,0.001061189,0.001379535,0.002534987,0.00047017
"NRROS",4.49e-06,2.53e-05,1.82e-05,1.06e-05,8.99e-06,2.61e-05,0.000273883,1.58e-05,0.000273523,1.48e-05,0.000102186,2.7e-05
"NRXN1",0,8.51e-07,0,1.12e-06,0,1.4e-05,9.68e-06,0,0,0,0,0
"NRXN2",1.58e-05,8.52e-06,0.000344113,4.21e-05,0,0.000129666,5.9e-05,4.26e-06,1.69e-05,8.52e-06,9.97e-06,0.00015029
"NRXN3",0,0.002010576,5.89e-06,0.000114822,2.52e-05,0.000123638,0,0,0,0,5.89e-06,2.52e-05
"NT5E",0.008503005,0.000199456,0.023032358,0.001517327,0.016299255,0.000571056,0.010820346,2e-06,0.034935829,0.001114331,0.014668925,0.004404237
"NTM",0,0,0.002281095,4.43e-06,0,2.08e-05,6.65e-06,5.06e-06,0,0.000389983,0,0
"NTNG1",9.68e-05,0,0,3.1e-06,0.000408721,6.6e-06,0,9.77e-07,0,9.77e-07,7.43e-05,0
"NTNG2",0.000167626,0.000369665,0.00026893,0.000359962,9.7e-05,0.000682668,0.000475665,0.000162292,0.000359962,0.000180324,0.000579234,0.001967399
"NTRK1",0,0,0,6.02e-06,0,0,0,0,0,0,5.95e-05,8.19e-06
"NTRK2",5.02e-06,0.000112806,2.92e-05,1.59e-05,1.76e-05,0.000285878,2.32e-05,1.6e-06,4.89e-06,2.14e-06,0.000161899,0.001140034
"NTRK3",3.48e-05,7.34e-05,0,6.68e-05,8.69e-06,0.000310199,3.71e-05,2.94e-05,2.23e-05,0.00011752,2.07e-05,1.74e-05
"NTSR1",0,8.92e-06,2.56e-06,0,7.95e-05,5.12e-06,5.22e-06,0,1.22e-05,0,0,1.81e-06
"NTSR2",0,0,0,1e-07,0,0,0,0,0,0,0,1.14e-07
"NUP210",0.001127859,0.00011955,0.001138091,0.000264103,0.000705846,0.000100047,0.004545562,9.67e-05,0.002115135,0.000151636,0.001090881,0.000479509
"OCLN",0.000830165,0.001253117,0.00146424,0.000654188,0.000714893,0.000635719,0.000835784,0.002771129,0.000352669,0.00300029,0.000798368,0.000197314
"OGT",0.002046264,0.001314228,0.006047272,0.000695596,0.004917991,0.001263287,0.001982063,0.003980202,0.003108386,0.002468915,0.001357951,0.005395611
"OLFM4",0,4.76e-05,2.45e-06,8.44e-06,0,0.040993269,1.27e-05,0,0,0,0,0
"OLR1",0,0,0,0,0,0.002844287,1.84e-05,1.87e-05,0,0,0,0.000102686
"OMG",0,6.5e-07,0,0,0,2.28e-06,0,6.5e-07,1.29e-06,0,0,6.04e-07
"OPALIN",0,1.21e-06,0,0,0,0,0,0,0,1.21e-06,0,0
"OPCML",3.47e-06,1.33e-06,1.65e-06,1.13e-06,0,3.3e-06,6.79e-06,1.33e-06,0,3.98e-06,4.95e-06,0
"OPN1SW",0,0,0,8.37e-05,0,0,0,0,7.97e-06,0,0,0
"OPN3",0.004361763,0.000507045,0.003397433,0.001159891,0.012588214,0.003501413,0.004429546,0.001754225,0.002309343,0.001957554,0.002674463,0.00730513
"OPN4",0,0,0,0,0,0,3.12e-05,0,0,0,1.51e-05,0
"OPN5",0,0,4.38e-06,7.47e-06,1.02e-05,4.38e-06,0,0,0,0,0,0
"OPRD1",5.47e-07,5.89e-07,0,3.5e-06,0,0,0.00041293,0,0,5.89e-07,0,3.83e-06
"OPRK1",0,0.00119864,0,0.002640587,0,6.42e-05,0.000164329,0,0,3.87e-05,0,2.82e-05
"OPRL1",2.58e-05,3.46e-05,0.000200576,9.78e-05,5.42e-05,2.81e-05,0.000595351,2.19e-05,0.000148139,9e-05,8.02e-06,4.2e-05
"OPRM1",0,6.91e-07,0,0,0,0,0,0,0,0,0,0
"OR10A2",0,0,0,0,0,0,0,0,0,0,0,0
"OR10A3",0,0,0,0,0,0,0,0,0,0,0,1.41e-06
"OR10H1",0.000196785,0,0.00011041,0,0.000313243,0,0,0,0,0,0,5.9e-05
"OR10H2",0,0,0,0,4.35e-05,0,0,0,0,0,0,0
"OR10V1",0,2.58e-06,0,0,0,0,0,0,0,0,0,0
"OR11H12",0,0,0,0,0,0,0,0,0,0,0,0
"OR11H4",0,0,2.01e-06,0,0,0,0,0,0,0,0,0
"OR13A1",0,0,0,0,7.71e-06,1.87e-05,5.44e-05,0,0,0,0,5.78e-06
"OR13C2",0,0,0,0,0,0,1.97e-05,0,0,0,0,0
"OR1F1",0,0,0,0,4.91e-06,0,0,0,0,0,7e-06,1.96e-05
"OR1F2P",0,0,0,0,0,0,0,0,1.58e-07,0,0,0
"OR1J2",0,0,0,0,0,0,0,0,0,0,4.39e-06,0
"OR1L8",0,0,0,0,0,0,0,0,0,0,0,0
"OR1M1",0,0,0,0,0,0,0,2.98e-05,0,0,0,0
"OR2A7",5.76e-05,2.39e-05,8.56e-05,1e-05,0.000696039,9.83e-05,0.000117439,0.000421724,3.01e-05,0.000405935,3.28e-05,0.000115273
"OR2AE1",0,0,5.87e-06,6.81e-06,0,0,0,0,0,6.9e-06,0,0
"OR2AG1",0,0,0,0,0,0,0,0,0,0,0,5.54e-06
"OR2AG2",0,0,1.25e-05,0,0,0,0,0,7.08e-06,0,1.04e-05,4.83e-06
"OR2B6",4.27e-06,1.67e-06,0,2.64e-06,0,1.97e-05,5.08e-05,3.33e-06,0,1.67e-06,3.1e-05,4.27e-06
"OR2C1",0,0,0,1.52e-06,0,0,0,0,1.52e-06,0,0,0
"OR2D2",0,0,0,0,0,0,0,0,0,0,0,0
"OR2F1",0,0,0,0,0,0,0,0,0,0,0,0
"OR2K2",0,2.09e-06,0,0,2.23e-06,0,0,0,0,0,0,0
"OR2S2",0,0,0,0,0,0,0,0,7.63e-07,0,0,0
"OR2V2",0,0,0,0,0,0,0,0,0,0,0,0
"OR4A16",0,0,0,0,0,0,0,0,0,0,9.68e-06,0
"OR4A47",0,8.35e-07,0,0,0,0,0,0,0,0,0,0
"OR4C6",0,0,0,0,0,0,0,0,6.71e-06,0,5.05e-05,0
"OR4D10",0,0,0,0,0,0,0,0,0,0,0,0
"OR4F21",0,0,9.2e-07,0,0,0,0,1.79e-06,0,0,0,2.14e-06
"OR4K1",0,0,0,0,0,0,0,7.05e-06,0,0,0,0
"OR4K14",0,0,0,0,0,0,0,0,3.73e-06,0,0,0
"OR4N2",0,0,0,0,0,0,0,7.47e-06,0,0,0,0
"OR51B2",0,0,3.72e-07,1.75e-07,0,0,0,0,0,0,1.86e-06,0
"OR51B4",5.71e-06,0,0,1.66e-06,0,0,0,0,0,0,1.61e-05,0
"OR51B5",8.19e-06,0,0,0,2.9e-05,0,0,0,0,0,0.000114599,0
"OR51E1",3.24e-06,1.1e-05,0,0,0,2.57e-06,5.54e-06,0,2.77e-06,0,2.57e-06,0
"OR51E2",8.28e-07,0,3.54e-06,8.11e-07,4.14e-07,1.18e-06,8.11e-07,0,4.05e-07,9.5e-07,0,0
"OR51I1",0,0,0,4.63e-07,0,0,0,0,0,0,0,0
"OR52B2",0,0,0,0,0,0,0,0,3.75e-07,0,0,0
"OR52E6",0,0,0,1.69e-06,0,0,0,0,0,0,0,0
"OR52H1",2.11e-05,0,4.82e-05,0,2.11e-05,0,0,0,0,0,4.82e-05,0
"OR52I1",0,0,0,0,0,0,0,0,0,0,0,0
"OR52L1",0,0,0,0,0,0,0,0,0,8.74e-06,0,0
"OR52N2",0,7.1e-06,0,0,1.04e-05,0,0,0,0,0,0,0
"OR52N4",0,0,0,0,0,0,0,0,0,4.49e-06,0,0
"OR52N5",0,0,0,6.21e-07,0,0,0,0,0,0,0,0
"OR56A3",0,0,0,0.000134161,0,0,0,0,0,0,0,0
"OR5A1",0,0,0,0,0,0,0,0,0,0,0,0
"OR5AN1",9.37e-07,0,0,0,0,0,0,0,0,0,0,0
"OR5AP2",0,0,0,0,0,0,0,0,0,0,3.52e-06,0
"OR5AU1",0,0,0,3.1e-06,0,0,0,0,0,0,0,0
"OR5B2",0,0,0,2.28e-06,0,0,0,0,1.14e-06,0,0,0
"OR5K3",0,0,0,0,0,1e-05,0,0,0,0,0,0
"OR5M11",0,2.6e-06,0,4.39e-07,0,0,0,0,0,0,0,1.03e-06
"OR5P3",0,0,0,0,0,0,0,0,0,0,0,0
"OR6A2",0,0,0,0,0,0,0,0,1.4e-06,0,0,0
"OR6T1",0,0,0,0,0,0,0,0,0,0,0,3.6e-06
"OR6V1",0,0,0,0,0,0,0,0,0,0,0,0
"OR7C1",0,0,0,0,0,4.81e-06,0,0,0,0,0,0
"OR7D2",0,0,0,0,0,0,0,0,2.54e-07,0,0,0
"OR7D4",0,0,0,0,0,0,0,0,0,7.78e-07,0,0
"OR7G1",0,0,0,0,0,0,0,0,0,9.06e-06,0,0
"OR7G2",0,0,0,0,0,0,0,0,0,5.2e-06,0,0
"OR8A1",0,0,0,9.05e-05,0,0,0,0,0,0,0,0
"OR8G2P",0,0,0,7.69e-07,0,0,0,0,0,0,0,0
"OR8S1",0,0,0,0,0,0,0,0,0,0,0,1.97e-05
"OR9A4",0,0,0,0,0,0,0,0,0,0,0,0
"OR9G4",0,0,0,0,0,0,0,0,0,0,0,0
"ORAI3",0.000394688,0.000240461,0.000375808,0.000150107,0.00067691,0.00073884,0.001296071,0.001311337,0.000693133,0.000191211,0.001186331,0.001188673
"OSBPL6",0.000257692,0.000424185,2.92e-05,0.000188893,1.92e-05,0.000277947,0.000300406,5.41e-05,0.000530278,1.62e-05,1.17e-05,0.000665384
"OSCAR",0,0,1.21e-05,5.14e-06,7.01e-05,0,1.03e-05,0,3.09e-05,3.53e-05,6.04e-06,1.4e-05
"OSCP1",0.00033425,0.000207787,0.000352944,0.000173733,0.000342403,0.000126787,0.000735469,0.000245832,0.00031851,0.000389232,0.000161054,0.000307076
"OSMR",0.008176649,0.003961996,0.08419766,0.00594384,0.005590836,0.008445443,0.005247816,0.030385945,0.019877529,0.019532616,0.07083216,0.010345839
"OSTM1",0.001394503,0.001265967,0.00346544,0.000665284,0.000980697,0.00810608,0.001819004,0.004437417,0.001004941,0.002492781,0.002137207,0.001131389
"OTOG",0,3.6e-06,0,0,0,0,8.65e-06,0,0,0,0,0
"OTOP1",0,0,0,0,0,0,0,0,0,0,0,9.02e-07
"OTOP2",0,0,0,0,0,6.53e-06,0,6.29e-06,0,1.26e-05,0,3.7e-05
"OTOP3",0,0,0,0,0,0,0,0,0,0,0,3.44e-06
"OXER1",0,7.85e-06,0,0,0,4.51e-06,0.000269554,0,6.13e-06,3.4e-05,9.01e-06,3.18e-06
"OXGR1",0,1.36e-05,0,0,0,1.04e-06,1.44e-05,0,0,0,0,0
"OXTR",4.06e-05,4.03e-05,0.001355652,2.91e-05,0.002800081,2.85e-05,0.000163515,0,0.000134446,0.000102278,0.003702704,0.000130972
"P2RX1",1.07e-06,1.37e-06,3.71e-06,8.85e-06,0,4.24e-06,2.21e-06,1.37e-06,1.11e-06,1.83e-06,2.12e-06,0
"P2RX2",0,0,0,1.83e-07,1.26e-06,0,1.83e-07,0,0,0,4.44e-07,0
"P2RX3",0,0,0,9.17e-06,0,0,0,0,0,0,0,0
"P2RX4",0.000265474,0.000392977,0.001366371,0.000203719,0.000433286,0.000325263,0.000896696,0.000810112,0.000400095,0.000581412,0.000400111,0.000480742
"P2RX6",0,2.27e-06,0,0,5.46e-07,1.07e-05,3.22e-06,4.54e-06,0,0,0,2.29e-05
"P2RX7",0,1.13e-06,2.01e-05,1.04e-05,1.06e-05,5.1e-05,0.000104917,0.000502408,3.37e-05,2.55e-05,6.19e-06,0.000162307
"P2RY1",3.03e-06,9.98e-05,9.01e-05,0,0,0.000236657,0.000230285,1.28e-05,0.000164304,9.73e-05,1.2e-06,0.004368802
"P2RY10",3.81e-05,0,0.00081469,0.000111818,7.62e-05,0.000108625,0,0.000131096,3.73e-05,4.37e-05,0.007766714,3.81e-05
"P2RY11",1.53e-05,6.75e-06,5.08e-05,9.42e-05,3.53e-05,4.85e-05,9.91e-05,0.000160023,2.54e-05,0.000420983,3.07e-05,6.01e-05
"P2RY13",0,0,0,0,7.48e-06,0,0,2.04e-05,0,2.04e-05,0,0
"P2RY14",0,0,0,0,0,0,0,3.66e-05,8.25e-07,6.54e-07,0,0
"P2RY2",0.000380189,7.78e-05,0.000877695,0.000173502,0.000299678,0.000780182,7.8e-05,0.000311316,0.000984468,0.001462075,0.000627579,0.001775706
"P2RY4",2.09e-06,0,1.98e-05,0,2.09e-06,0,2e-06,6.08e-05,0,1.01e-06,1.72e-06,0
"P2RY6",0.000315744,0.000296508,0.017146386,0.001272263,0.001664831,0.001897705,0.000418278,0.004101714,0.010820353,0.009167053,0.01170521,0.000588432
"P4HB",0.008935686,0.007456794,0.025445684,0.006003526,0.011751423,0.012509563,0.022921009,0.016159315,0.014120465,0.010090653,0.008105042,0.011076916
"PACSIN2",0.011860258,0.008332267,0.011880951,0.004630439,0.009352178,0.010173609,0.012385149,0.008399852,0.009875595,0.006905951,0.006974985,0.005812671
"PACSIN3",0.0019491,0.001959196,0.011105957,0.002192924,0.001593594,0.004927373,0.00314122,0.003094899,0.002592483,0.00294269,0.002285967,0.00534686
"PAG1",0.001756856,0.001574449,0.00434461,0.002257115,0.000666653,0.000119668,0.001569048,0.01912224,0.004289349,0.008258508,0.001585023,0.00142353
"PAK1",0.002867778,0.003470738,0.003214311,0.000441426,0.00149038,0.00246766,0.002061982,0.002764121,0.004270143,0.00607156,0.002158285,0.00402043
"PALM",4.93e-05,0.000175094,5.21e-06,1.45e-05,4.05e-05,6.94e-05,0.001211313,0.000593556,0.000805124,0.000604599,0,0.000575379
"PALM3",0.00054443,0.002972981,0.008607118,0.009203318,0.03092023,0.000105934,0.017272588,0.07085677,0.000130853,0.007859897,0.00264834,0.001971213
"PAM",0.009511756,0.007319225,0.024726927,0.000467485,0.005811771,0.010444879,0.00644286,0.021569848,0.008558991,0.010319342,0.019798989,0.004692634
"PANX1",0.001263337,0.000752613,0.003084145,0.000652481,0.001073931,0.0009052,0.001200366,0.00148207,0.003568116,0.002531869,0.003834462,0.001143086
"PANX2",0.000380462,0.001245428,0.00047025,5.42e-06,0.000517979,0.00042392,0.000309208,0.001010969,0.001220559,0.000157023,0.000169105,0.004501375
"PANX3",0,0,0,0,0,0,0,0,0,0,0,0
"PAQR8",8.62e-05,0.000178083,2.39e-06,0.000448362,0.000201257,4.53e-05,0.000235417,1.97e-05,8.76e-05,0.000458079,5.55e-05,3.85e-05
"PAQR9",0,0,1.53e-06,0,0,1.07e-05,6.51e-06,0,1.3e-06,0,1.53e-06,1.51e-06
"PARD3",0.006304937,0.001791345,0.019597216,0.000252621,0.003882302,0.004979276,0.006193427,0.005840238,0.007483058,0.003580149,0.008388525,0.013004425
"PARD6A",5.38e-05,1.51e-05,2.69e-05,4.85e-05,3.41e-05,1.72e-05,1.75e-05,8.01e-06,5.05e-06,9.55e-06,7.3e-06,3.28e-06
"PARD6B",0.001503605,0.001428059,0.002256464,0.002884086,0.00273415,0.000871128,0.001252018,0.003497831,0.004153702,0.002340429,0.002525667,0.000698609
"PARD6G",0,1.98e-05,6.73e-05,2.29e-06,0.000263714,0.000203792,0.001829453,1.28e-05,0.00051268,0.000100032,0.000132564,0.001450437
"PARM1",0.000202241,0.007261745,0.025814242,0.041666993,0.000597931,0.005809181,0.053493938,2.24e-05,0.000181236,0.017161432,0.021754318,0.000281379
"PCDH1",0.00112621,0.005684998,0.001034242,0.001231143,0.001923191,0.004402375,0.003878702,0.005589416,0.001018159,0.016486485,0.000523229,0.004577108
"PCDH10",0,3.06e-07,1.58e-06,1.43e-06,1.11e-06,5.27e-07,0,3.06e-07,0,3.06e-07,8.96e-06,3.72e-07
"PCDH11X",0,0,2.82e-06,2.9e-06,0,2.82e-06,0,0,0,0,2.82e-06,0
"PCDH12",2.08e-06,6.04e-06,2.07e-05,4.84e-06,2.78e-06,5.33e-06,1.03e-05,6.04e-06,1.15e-05,6.04e-06,7.1e-06,4.16e-06
"PCDH15",0,0,0,0,0,0,3.37e-06,0,0,1.71e-06,3.34e-05,6.33e-05
"PCDH17",1.28e-05,4.41e-05,6.42e-05,6.66e-05,9.14e-06,0.000171118,7.99e-05,1.89e-05,4.44e-05,0.000195121,0.00012834,1.65e-05
"PCDH18",6.64e-05,4.79e-05,1.27e-05,1.08e-05,9.22e-06,3.73e-05,0.000186606,1.08e-05,1.83e-05,1.85e-05,3.97e-05,1.11e-05
"PCDH19",0.000344335,0.000357263,0.00058246,0.000903822,9.87e-05,0.000418312,0.000536924,0.000244205,0.000527975,0.000210288,0.001220519,0.00010498
"PCDH20",0.002679255,0.012029478,0.001222518,0.002623157,0,0.002196004,0.000259718,0,0,0.003965314,0.001131961,3.23e-05
"PCDH7",0.000577525,0.003104957,0.000189809,0.000303401,0.002081798,0.002538976,0.01532875,6.55e-05,0.006940883,0.001427243,0.00703517,0.000364606
"PCDH8",0,0,0.000111536,0,0,4.59e-05,5.4e-06,0,5.4e-06,1.26e-05,0,9.3e-06
"PCDH9",0.00056855,0.000298695,1.43e-05,9.36e-05,0,0.000168726,7.8e-06,3.36e-06,0.000210651,8.39e-05,0.000111531,1.31e-05
"PCDHA1",0,3.09e-05,6.23e-05,0,0,0,4.36e-06,0,0,1.26e-05,0.000215366,9.01e-05
"PCDHA10",7.64e-05,0.000135698,0.000231347,0,0.002116583,0.002826404,1.87e-05,0.000328364,0.001444631,0.000617092,0.000504293,0.002284478
"PCDHA11",0,2.89e-05,4.99e-05,0,0.000242736,0,0,5.78e-06,2.45e-05,3.1e-06,0.000742654,3.95e-05
"PCDHA12",7.97e-05,0.000813756,0.000157248,0.000435298,0.000341146,0.000573302,0.000159235,9.13e-05,2.86e-06,0.001123764,0.000221735,0.000241207
"PCDHA13",0.000197796,1.27e-05,3.69e-05,4.45e-05,6.68e-05,8.46e-05,0.000107737,7.6e-05,2.95e-06,0.000121044,0.000201393,3.6e-06
"PCDHA2",3.65e-06,9.03e-06,1.32e-05,0,0,0,0,0,0,0,9.67e-06,2.46e-05
"PCDHA3",3.78e-05,7.26e-05,5.35e-05,0,0,0,0,1.04e-05,0,0.000155276,0.000593346,0.001133514
"PCDHA4",4.43e-06,1.98e-05,1.55e-06,0,0,2.94e-07,3.02e-07,0,9.48e-06,1.14e-05,5.21e-05,1.3e-05
"PCDHA5",7.58e-07,2.6e-05,0,0,2.42e-05,0,0,0,4.48e-07,7.11e-07,1.95e-05,9.05e-05
"PCDHA6",0,0.000131454,0.000212826,5.41e-05,7.52e-05,1.68e-06,0,0,1.43e-06,0.000137939,0.00024452,0.000162523
"PCDHA7",0,0.000120093,6.93e-05,2.1e-05,5.92e-05,0,0.000125152,0,2.65e-06,5.35e-05,0.000183487,4.88e-05
"PCDHA8",0,4.04e-06,2.66e-06,0,4.41e-07,0,4.5e-06,0,0,0,4.68e-06,4.86e-06
"PCDHA9",0,1.35e-05,4.21e-06,2.77e-07,1.6e-06,0,5.6e-07,0,0,1.3e-06,2.8e-06,6.57e-06
"PCDHAC1",0.000364474,6.84e-05,7.57e-05,0.00019202,4.61e-05,4.01e-05,0.000141353,0.000133284,7.15e-05,0.00020802,0.000222528,6.01e-05
"PCDHAC2",0.006948235,0.004053912,0.00036643,0.003745815,0.000773254,0.000449804,0.001557977,0.003112835,0.001063669,0.002120343,0.003036537,0.00057665
"PCDHB1",1.15e-06,1.95e-06,7.91e-06,2.36e-06,0,1.02e-05,3.78e-05,0,0,1.66e-05,4.52e-06,3.44e-06
"PCDHB10",0.000101682,8.15e-06,0.000432997,0,1.27e-05,9.38e-05,0.000105162,0,2.36e-05,0.000184971,0.000119745,0.000237137
"PCDHB11",5.69e-06,5.35e-07,6.02e-05,0,2.06e-06,1.98e-06,0.000197978,2.65e-07,5.54e-06,1.09e-05,2.27e-06,6.18e-05
"PCDHB12",0.000124619,0,0.005526423,0,1.77e-05,0.000315726,0.001175073,0,3.29e-05,0.000372811,0.000772093,0.001074252
"PCDHB13",7.18e-05,2.32e-06,0.000415771,1.1e-06,2.65e-05,0.000104986,0.000330525,5.41e-06,1.53e-05,0.000148968,0.000206449,0.000198787
"PCDHB14",7.91e-05,6.08e-05,0.00162914,8.81e-07,1.87e-05,0.000309291,0.000592145,1.22e-05,2.82e-05,0.000284474,0.000453489,0.000266766
"PCDHB15",3.19e-05,0.000961183,0.000265386,0,6.33e-06,8.12e-05,0.000336092,2.63e-05,4.64e-05,0.000118248,0.000721344,0.000850266
"PCDHB16",5.99e-06,1.27e-07,0.000105623,0,5.07e-07,1.53e-05,2.03e-05,3.17e-08,8.07e-06,1.64e-05,4.88e-05,2.1e-05
"PCDHB18P",7.99e-06,1.37e-05,0.000111122,0,0,4.56e-05,4.3e-05,0,7.82e-06,1.86e-05,9.22e-05,0.000140799
"PCDHB2",0.000327615,0.000800318,0.001166383,0.000122292,0.000401541,0.001025241,0.00114332,8.94e-05,1.33e-05,0.001143963,0.000687991,0.000793025
"PCDHB3",2.4e-05,3.67e-05,7.13e-05,1.39e-05,1.85e-05,3.76e-05,0.000148874,0,0,5.81e-05,0.000548873,3.53e-05
"PCDHB4",2.31e-06,2.39e-05,4.22e-05,9.03e-07,5.87e-06,9.38e-06,2.5e-05,3.5e-06,6.02e-07,2.88e-05,3.52e-05,1.17e-05
